payer,payee,amount0,amount1,opcode
21,293,57451,48,1
118,329,1411,442,1
21,370,49310,358,1
44,646,89503,239,1
42,658,20612,199,1
42,366,17018,404,1
777,790,45139,331,1
0,791,26820,431,1
14,792,6219,231,1
6,507,25557,132,1
792,793,97126,174,1
33,370,42892,214,1
30,610,77467,11,1
36,270,12278,137,1
12,269,94590,59,1
16,384,28827,438,1
23,168,75572,96,1
65,731,84085,158,1
33,164,97930,90,1
14,794,8791,181,1
304,795,31369,351,1
56,796,36565,332,1
56,184,38690,390,1
44,153,2589,48,1
65,429,39240,460,1
4,797,80712,237,1
4,609,29388,320,1
541,495,61406,369,1
27,501,29882,423,1
56,116,33326,476,1
161,656,98802,229,1
36,133,24362,431,1
0,272,39234,392,1
33,347,35722,28,1
23,403,96162,233,1
72,519,97105,494,1
4,714,45033,229,1
12,788,71552,452,1
620,798,17392,337,1
23,749,63597,160,1
36,799,9140,172,1
12,614,5480,127,1
298,31,41213,187,1
19,292,12965,23,1
27,236,46862,362,1
12,226,48512,394,1
27,800,92701,447,1
16,626,46850,476,1
6,640,90830,495,1
453,301,1200,493,1
161,761,91347,451,1
4,801,26299,340,1
189,233,53450,196,1
23,802,9517,282,1
30,589,11921,428,1
19,575,99723,11,1
4,765,1613,10,1
6,293,62992,22,1
81,536,76682,235,1
36,354,19843,85,1
33,743,16557,158,1
72,593,30729,135,1
27,514,72861,447,1
30,446,95048,162,1
56,803,91744,320,1
65,804,98030,400,1
484,556,94421,353,1
16,582,32976,275,1
30,777,1663,476,1
199,537,97428,303,1
21,781,45152,186,1
6,707,42217,124,1
455,805,59110,364,1
12,55,17892,370,1
6,763,79670,246,1
44,798,27139,306,1
806,467,2932,399,1
807,512,38927,301,1
12,457,44473,328,1
27,524,52229,446,1
344,264,87362,339,1
42,226,18177,286,1
72,420,12894,81,1
72,498,87032,153,1
16,647,80115,499,1
36,206,5724,372,1
16,154,22247,97,1
6,808,66375,47,1
679,809,73879,23,1
8,734,73120,389,1
4,749,72296,407,1
56,655,31556,282,1
8,127,54092,359,1
14,3,98292,114,1
780,701,64534,282,1
27,720,32835,136,1
12,267,37631,394,1
72,0,62418,477,1
27,432,8649,451,1
4,810,85161,23,1
42,69,28440,286,1
8,276,31296,231,1
21,221,86940,41,1
16,652,31152,378,1
27,811,95656,354,1
12,83,74560,320,1
214,456,14771,329,1
4,229,16303,163,1
56,487,97622,27,1
33,812,75544,275,1
56,813,65646,385,1
50,814,58598,59,1
12,815,92184,197,1
33,294,70704,76,1
445,816,2347,169,1
65,426,64988,83,1
27,301,13866,70,1
44,644,80904,420,1
65,704,36826,13,1
6,262,51601,104,1
0,353,24936,208,1
72,367,65998,45,1
91,776,6501,296,1
44,817,19636,388,1
23,571,66104,107,1
14,811,55431,381,1
607,818,85664,407,1
72,89,53619,449,1
30,537,93818,69,1
12,644,26733,75,1
72,487,47446,231,1
8,819,30673,316,1
352,749,79202,17,1
16,71,10667,407,1
820,310,78549,137,1
56,495,21201,229,1
42,103,53465,466,1
36,821,67701,237,1
14,807,10084,251,1
6,248,36294,240,1
23,150,5181,282,1
72,329,43638,93,1
44,648,70743,485,1
761,822,24157,219,1
44,676,64938,280,1
27,162,95757,431,1
30,448,83826,40,1
8,823,13085,93,1
36,824,68740,455,1
44,203,17886,83,1
530,784,74863,334,1
27,825,63373,420,1
21,276,1437,231,1
56,442,54984,85,1
65,811,69262,447,1
12,609,94755,48,1
6,514,21818,411,1
44,734,55677,117,1
19,17,69008,285,1
6,826,34621,117,1
12,562,14196,403,1
727,827,80166,98,1
517,701,47100,359,1
6,741,67934,325,1
19,828,24965,120,1
44,483,74557,186,1
56,389,29705,370,1
4,829,86224,216,1
16,610,82632,293,1
72,653,59788,468,1
72,108,22284,150,1
23,184,88840,340,1
42,685,35365,442,1
25,473,24168,186,1
18,346,66094,479,1
27,438,41088,31,1
72,375,98905,237,1
44,135,14548,186,1
42,761,16441,163,1
12,377,94843,267,1
356,673,68128,184,1
14,830,68843,236,1
44,168,87104,473,1
19,314,81859,432,1
30,420,63416,391,1
36,56,4332,262,1
36,831,76343,457,1
65,243,71400,336,1
832,46,67937,256,1
19,573,19276,334,1
65,825,50041,347,1
6,833,35718,452,1
12,388,39404,98,1
0,473,81780,298,1
42,378,70674,52,1
72,634,25135,419,1
12,647,82771,455,1
19,236,73273,169,1
726,12,87829,129,1
4,390,54102,195,1
36,357,9234,497,1
44,648,2034,335,1
360,834,31230,345,1
6,594,71221,266,1
56,752,62332,386,1
8,428,54011,32,1
14,722,86079,421,1
21,534,64895,47,1
217,776,13478,74,1
45,835,39651,239,1
36,309,43023,27,1
4,260,53306,226,1
27,836,84435,51,1
42,537,26438,255,1
4,380,79701,431,1
21,817,21263,141,1
6,820,44279,301,1
12,429,63432,314,1
14,837,47135,240,1
8,155,98394,153,1
27,637,98712,134,1
838,801,29984,123,1
27,651,3577,371,1
16,839,88394,131,1
72,662,57669,92,1
56,249,20145,476,1
4,5,36783,362,1
19,447,35090,220,1
812,37,75892,285,1
36,272,46955,497,1
8,707,82182,39,1
8,455,92773,399,1
33,840,65630,191,1
4,631,58127,307,1
161,269,4300,166,1
4,841,97578,199,1
19,276,70575,237,1
19,84,62385,37,1
27,834,41934,420,1
6,214,53363,130,1
65,644,34897,151,1
435,471,23278,291,1
44,811,68348,147,1
33,610,22250,404,1
106,344,22193,177,1
303,66,21983,319,1
579,365,54278,46,1
42,842,84800,92,1
8,543,75763,286,1
30,644,88091,100,1
30,843,56491,175,1
844,48,15372,353,1
0,690,86588,197,1
72,429,15288,209,1
845,37,20415,388,1
6,115,73910,115,1
161,762,51135,94,1
21,752,40356,228,1
14,283,66137,195,1
6,214,13707,448,1
23,846,68345,285,1
23,847,26429,172,1
8,712,42398,208,1
27,626,32229,466,1
187,346,18734,427,1
14,848,59339,458,1
588,4,516,450,1
16,429,25162,189,1
65,597,35907,256,1
515,479,57111,332,1
30,195,96551,387,1
38,849,73030,155,1
36,401,81933,176,1
14,765,31649,335,1
42,658,65848,285,1
16,774,56021,464,1
21,275,28479,20,1
23,382,98946,19,1
72,342,12666,148,1
42,223,35305,161,1
6,311,21462,437,1
27,838,92836,357,1
21,142,39771,249,1
422,222,35455,262,1
65,236,63801,66,1
14,674,35574,382,1
6,4,32438,48,1
42,99,12656,62,1
568,538,31152,159,1
33,480,26197,433,1
21,850,8553,368,1
42,40,56423,290,1
660,378,52861,388,1
8,224,66533,473,1
14,851,88984,432,1
157,151,24022,349,1
30,223,88356,487,1
27,852,89501,115,1
36,88,91289,330,1
36,838,46790,182,1
161,602,93869,239,1
14,516,414,385,1
44,108,10377,475,1
805,510,39463,368,1
44,396,90474,450,1
820,256,8740,244,1
0,789,44587,428,1
4,853,83183,302,1
19,517,13321,46,1
44,854,94934,338,1
273,756,84549,106,1
0,137,4335,361,1
19,512,95617,66,1
30,93,56618,25,1
19,526,61561,224,1
16,579,65156,80,1
564,785,91084,399,1
596,299,20928,131,1
855,355,56965,368,1
757,85,13608,235,1
65,804,20284,475,1
21,795,63175,230,1
16,835,43667,72,1
23,456,39841,443,1
42,827,51546,61,1
6,512,5780,447,1
21,856,70186,383,1
652,235,85863,406,1
161,857,96294,51,1
21,372,74262,117,1
27,678,15707,288,1
36,702,24970,248,1
221,858,83068,204,1
0,726,90054,230,1
36,469,45683,208,1
56,807,84922,38,1
4,24,56215,311,1
33,814,41796,315,1
16,859,68249,314,1
36,172,84235,411,1
27,103,54235,62,1
56,50,94749,165,1
860,63,52954,180,1
16,843,1226,391,1
4,469,95511,416,1
4,636,20818,151,1
861,433,94281,181,1
22,862,28143,190,1
104,236,53221,188,1
12,790,31990,485,1
44,863,41390,365,1
4,864,6405,479,1
6,865,62255,291,1
866,484,25225,322,1
14,161,32685,400,1
65,56,4161,369,1
72,57,41042,419,1
584,652,96039,204,1
751,347,52934,446,1
44,829,87619,488,1
44,495,89478,108,1
455,867,16376,437,1
0,199,81052,342,1
19,342,93716,287,1
137,131,29052,411,1
16,868,19905,73,1
36,869,32161,238,1
6,445,85491,228,1
19,178,38368,323,1
14,739,99566,381,1
14,850,49065,405,1
30,659,22975,154,1
14,534,30518,217,1
19,23,55657,332,1
56,264,94614,406,1
8,173,61436,412,1
30,737,48610,447,1
72,287,6697,140,1
14,870,33266,168,1
14,423,44495,48,1
672,160,53954,25,1
8,468,14625,102,1
794,641,7069,225,1
308,859,63406,20,1
30,278,50102,68,1
19,871,52198,287,1
163,707,72679,131,1
65,218,23720,255,1
56,782,36806,199,1
742,14,95829,308,1
249,649,81666,143,1
671,678,23747,294,1
44,472,39217,275,1
23,872,53115,10,1
36,287,39322,360,1
175,121,94448,189,1
118,541,22747,278,1
525,303,16777,136,1
33,394,22336,419,1
42,383,27119,21,1
4,414,62553,338,1
33,352,81183,452,1
383,619,94369,266,1
0,541,95636,84,1
573,766,35149,159,1
65,284,91508,267,1
16,441,62195,369,1
44,604,32005,248,1
816,610,37743,242,1
161,612,97076,217,1
16,247,72506,465,1
72,121,65981,43,1
72,423,28217,339,1
12,873,75582,292,1
42,745,93236,371,1
4,874,15842,406,1
8,424,98116,310,1
21,306,30238,418,1
0,8,70783,156,1
33,850,26623,189,1
4,216,59470,307,1
44,191,800,425,1
391,291,39631,161,1
12,676,87409,210,1
680,40,36927,71,1
16,763,51278,471,1
16,527,94692,51,1
65,870,27577,495,1
72,213,422,363,1
4,619,32007,346,1
21,248,68668,135,1
30,875,15482,372,1
454,172,91579,490,1
16,533,66578,217,1
4,96,67633,178,1
0,401,86133,344,1
27,675,71924,172,1
12,696,6731,98,1
161,112,28656,163,1
23,427,88876,461,1
453,876,69405,163,1
30,119,97613,256,1
16,572,4953,477,1
562,316,45466,409,1
65,209,58799,245,1
23,744,25290,301,1
72,497,80447,376,1
526,570,43202,404,1
27,77,96865,486,1
161,407,62456,231,1
824,364,48789,225,1
16,478,42674,41,1
56,451,59568,452,1
4,462,29745,295,1
16,721,62471,312,1
825,166,10036,207,1
323,838,97107,238,1
662,674,22112,21,1
56,659,64472,254,1
14,71,19270,429,1
33,877,97997,452,1
6,10,17186,299,1
56,878,97519,345,1
16,168,62381,174,1
4,648,54808,496,1
545,104,71190,497,1
832,352,70982,300,1
14,775,51370,250,1
0,178,11747,197,1
19,222,25703,346,1
23,645,82486,460,1
462,264,32543,341,1
65,851,77438,453,1
93,260,26627,345,1
44,57,9298,369,1
42,879,23707,195,1
16,726,96005,247,1
880,744,63416,69,1
4,881,53185,403,1
6,733,54864,338,1
23,348,53889,16,1
557,285,97482,299,1
30,744,90000,259,1
8,110,43411,72,1
882,64,22619,102,1
77,3,88344,430,1
21,864,3451,454,1
448,519,83614,484,1
0,118,96895,462,1
161,727,71064,109,1
6,691,50532,153,1
14,883,10154,270,1
884,572,2797,290,1
27,737,40556,126,1
6,816,13715,422,1
27,416,69910,24,1
21,46,83375,91,1
36,93,41869,298,1
161,141,37885,442,1
56,885,36530,176,1
0,75,18831,478,1
44,280,89491,287,1
161,724,68605,50,1
42,33,89302,318,1
4,117,31215,110,1
142,886,56158,76,1
36,880,47223,134,1
239,148,33318,41,1
0,291,37924,217,1
12,604,84185,226,1
29,184,94396,493,1
42,256,5027,373,1
45,8,65720,42,1
72,108,62396,378,1
887,147,53764,99,1
14,378,17189,394,1
12,667,44769,182,1
16,782,41996,431,1
564,209,7597,185,1
12,26,51559,190,1
643,464,14830,131,1
16,452,38666,248,1
30,724,32871,139,1
888,304,23652,46,1
42,7,84727,300,1
36,587,28227,484,1
4,401,43892,260,1
505,493,69167,500,1
0,889,65488,414,1
72,233,92675,212,1
19,588,98747,410,1
16,817,12769,290,1
161,601,36348,20,1
331,464,56012,194,1
12,430,40821,234,1
161,543,92594,458,1
21,74,82830,243,1
890,699,80296,33,1
21,6,42515,461,1
33,789,69677,98,1
485,161,41706,141,1
42,571,40242,298,1
33,477,37067,422,1
65,125,88375,326,1
8,692,32730,136,1
733,843,79728,66,1
8,610,33754,110,1
14,194,78839,142,1
4,704,72085,459,1
4,474,48665,210,1
169,773,40028,428,1
19,447,37455,472,1
56,421,25947,335,1
72,891,84770,493,1
42,145,99612,298,1
23,892,73387,442,1
853,719,87568,304,1
288,811,87082,219,1
56,893,11546,206,1
56,276,74746,407,1
167,356,74292,269,1
12,466,30283,464,1
334,39,45107,187,1
894,620,46237,388,1
6,268,90203,75,1
16,895,64233,416,1
4,124,66957,340,1
4,493,7728,65,1
65,388,2599,55,1
65,266,11459,363,1
8,385,26825,312,1
21,495,17250,192,1
23,896,64774,288,1
27,716,74055,189,1
43,769,82609,479,1
828,440,20145,496,1
33,442,29882,241,1
36,208,76620,302,1
794,91,11102,306,1
4,662,41229,442,1
16,497,4598,89,1
42,64,24040,364,1
30,292,25503,315,1
72,117,75355,279,1
897,81,31956,128,1
898,387,32716,207,1
72,179,14115,194,1
6,221,57411,426,1
30,96,44969,223,1
501,345,36709,193,1
19,724,76210,67,1
4,553,85659,282,1
426,755,76494,371,1
36,631,5245,96,1
33,643,62978,343,1
12,899,40494,282,1
44,605,64141,294,1
30,743,86865,444,1
8,342,11897,277,1
33,250,3754,255,1
163,92,90074,45,1
65,221,49409,82,1
460,22,9360,319,1
42,63,35702,140,1
27,391,35561,32,1
4,900,76773,319,1
203,88,83009,114,1
16,710,39985,88,1
65,901,31278,166,1
16,67,99047,157,1
12,638,13129,368,1
0,648,86466,175,1
23,56,94129,201,1
709,237,71735,336,1
30,180,27371,431,1
21,202,80898,68,1
21,803,67994,66,1
0,902,204,338,1
903,678,96105,427,1
6,904,33471,398,1
0,352,94425,348,1
6,816,61308,166,1
42,274,13505,306,1
881,332,85191,476,1
0,832,66148,363,1
16,381,23216,367,1
571,113,83950,132,1
21,445,53970,197,1
33,705,28200,181,1
0,3,51455,357,1
42,905,83408,196,1
72,743,92104,209,1
161,275,59422,187,1
36,200,22758,216,1
16,906,40054,236,1
179,416,70070,199,1
42,112,58304,333,1
220,280,69454,417,1
12,907,34947,381,1
21,872,85373,318,1
72,420,18817,88,1
30,698,29088,444,1
23,477,70891,483,1
6,128,35088,84,1
27,164,53516,208,1
516,347,95877,137,1
42,878,74108,486,1
16,399,33636,318,1
6,32,54650,500,1
27,267,1450,97,1
19,11,84311,409,1
27,381,41570,23,1
456,908,40375,482,1
0,167,62739,410,1
72,488,94285,327,1
36,82,65083,316,1
641,103,65036,310,1
44,909,9424,494,1
6,42,90766,184,1
56,415,46068,207,1
16,495,91050,115,1
19,689,906,455,1
27,185,30812,319,1
16,414,23944,487,1
44,146,17553,442,1
30,75,1904,348,1
6,713,37707,251,1
14,668,40507,82,1
56,762,72932,264,1
72,853,87585,167,1
44,47,20240,352,1
8,374,21505,47,1
480,337,71118,333,1
21,460,4500,318,1
44,355,32680,463,1
910,434,7840,262,1
42,807,20070,104,1
56,269,58888,147,1
65,911,4757,495,1
21,191,5228,70,1
0,912,91193,147,1
72,45,96380,137,1
913,863,41585,470,1
0,237,78237,200,1
161,873,70734,10,1
16,350,76995,166,1
27,745,14825,284,1
14,884,97082,450,1
6,417,3590,179,1
42,248,60653,217,1
42,606,4161,241,1
19,521,64311,394,1
56,230,81549,482,1
4,610,21972,436,1
430,387,51372,135,1
376,754,90755,299,1
65,112,23508,60,1
0,78,8096,270,1
44,547,71282,391,1
44,157,80507,121,1
16,207,73809,280,1
23,149,31314,325,1
72,528,67363,121,1
65,884,62182,285,1
21,810,28154,486,1
4,511,29035,459,1
23,914,40424,405,1
16,915,2881,130,1
72,247,75262,446,1
709,916,24314,197,1
161,855,1708,410,1
6,279,93702,462,1
27,66,36532,415,1
30,609,98708,329,1
8,731,97877,252,1
44,313,72479,493,1
610,206,28532,493,1
443,390,45999,266,1
14,812,27933,484,1
16,820,73289,280,1
42,659,88242,196,1
44,274,80441,11,1
6,372,93731,446,1
161,510,25120,428,1
161,569,4840,180,1
758,162,49991,255,1
72,864,10141,406,1
663,131,32618,310,1
30,748,23174,371,1
615,290,30460,116,1
8,460,60805,313,1
42,84,75594,486,1
161,373,51614,386,1
23,240,5629,376,1
6,547,47285,389,1
16,433,80164,270,1
36,307,25199,339,1
660,917,95836,159,1
21,302,90593,325,1
4,318,70696,34,1
161,667,67321,325,1
36,702,69430,130,1
14,77,35164,405,1
19,206,35392,20,1
23,209,43045,49,1
33,433,8513,27,1
44,798,47659,283,1
12,101,37089,154,1
36,918,32950,292,1
21,121,4576,370,1
30,386,37640,171,1
4,898,78667,84,1
56,746,78433,472,1
44,832,59985,77,1
4,493,13730,293,1
0,74,38293,488,1
161,908,4488,150,1
21,308,80661,33,1
110,500,81177,356,1
65,919,92561,392,1
42,299,7330,85,1
42,920,15187,37,1
56,487,59268,132,1
23,773,57201,151,1
16,756,88829,55,1
559,921,48625,447,1
900,692,96567,57,1
6,180,85944,455,1
786,569,68403,115,1
27,897,65937,420,1
30,858,77752,456,1
21,536,64088,253,1
56,351,10426,390,1
27,15,63568,53,1
14,912,92306,323,1
161,506,40886,425,1
16,641,60138,333,1
56,881,76131,277,1
4,647,40672,274,1
21,210,13623,398,1
16,694,78745,338,1
42,397,18200,183,1
19,11,23344,204,1
21,358,56454,476,1
36,148,23955,327,1
19,615,29041,17,1
574,922,65115,165,1
23,923,91600,235,1
33,376,93022,405,1
0,523,84671,393,1
554,881,91964,325,1
19,397,246,313,1
72,507,3154,162,1
33,318,70049,432,1
19,386,10878,483,1
901,366,76747,220,1
27,595,59596,184,1
65,924,26352,452,1
136,527,9212,322,1
925,150,75772,449,1
298,218,42016,129,1
72,630,91111,42,1
238,713,14729,211,1
205,905,68275,420,1
56,805,83376,31,1
14,784,18325,131,1
23,907,38224,382,1
21,450,17599,68,1
511,452,17970,315,1
419,87,79957,241,1
33,819,89443,90,1
19,341,6970,428,1
0,406,76608,204,1
27,780,42568,467,1
42,622,45543,403,1
624,265,4274,19,1
36,19,75597,488,1
16,252,32776,320,1
27,48,84710,465,1
72,926,31796,435,1
248,716,66379,127,1
72,484,99734,161,1
19,135,87079,411,1
161,927,65151,398,1
16,238,45562,436,1
43,630,70734,221,1
42,824,22908,476,1
0,508,235,359,1
4,829,26623,483,1
16,748,66875,97,1
23,264,55739,69,1
161,566,6374,69,1
30,394,38232,242,1
72,781,62825,443,1
0,580,53037,164,1
30,348,36039,339,1
298,760,42397,175,1
33,542,18394,360,1
12,34,34604,240,1
72,713,99705,414,1
27,363,20881,60,1
27,66,96030,300,1
72,725,16607,57,1
19,468,40290,327,1
33,188,74509,380,1
440,467,88972,420,1
36,441,9929,265,1
27,517,3911,295,1
36,765,93470,404,1
27,928,51757,399,1
8,522,90891,82,1
19,824,31974,295,1
65,372,38481,470,1
12,689,56351,149,1
65,785,38484,405,1
756,210,24754,497,1
668,336,45644,151,1
4,707,3460,349,1
23,529,29949,472,1
42,340,80635,200,1
358,761,7038,368,1
12,465,59687,350,1
8,929,90362,311,1
8,106,92142,429,1
791,699,73390,103,1
14,283,48302,195,1
19,449,1706,361,1
16,864,10992,342,1
6,470,18094,376,1
23,340,55385,192,1
33,153,84364,135,1
30,853,8429,332,1
42,204,27890,299,1
27,592,49715,334,1
8,41,25578,318,1
65,706,35478,61,1
294,199,8538,233,1
0,672,85799,73,1
21,766,17369,225,1
16,549,5855,13,1
36,735,87580,98,1
930,258,3968,33,1
65,27,25293,341,1
42,242,73439,436,1
0,654,82029,135,1
65,644,42693,115,1
8,745,99114,324,1
16,592,29830,190,1
23,527,90428,215,1
65,170,81915,138,1
56,680,31536,301,1
16,333,9883,301,1
523,866,64439,211,1
0,694,35099,415,1
19,210,27194,187,1
12,780,12890,364,1
72,453,906,273,1
56,389,62395,86,1
36,931,23711,345,1
732,932,40648,243,1
14,784,96425,480,1
65,831,82705,256,1
12,183,15604,296,1
44,744,83843,331,1
14,192,47178,116,1
724,933,15111,325,1
284,485,10863,350,1
14,258,15418,233,1
23,860,83759,298,1
36,714,56973,488,1
19,49,72821,377,1
36,903,38583,82,1
161,325,26491,454,1
72,296,70283,338,1
42,186,33030,166,1
161,934,1959,70,1
21,817,17633,433,1
6,218,48758,414,1
16,450,1520,384,1
12,203,44114,473,1
4,591,43503,159,1
56,471,54501,166,1
0,534,12719,485,1
44,797,12988,347,1
616,935,27601,343,1
0,208,45467,251,1
161,464,24398,277,1
56,936,754,294,1
72,273,42019,443,1
4,149,39078,15,1
698,710,43546,72,1
23,104,76228,44,1
65,865,16987,389,1
161,712,60053,229,1
14,881,2952,358,1
791,839,64349,370,1
338,131,40452,101,1
727,762,44361,97,1
36,556,74761,45,1
12,803,77875,379,1
14,673,34248,233,1
65,256,86126,408,1
21,937,39123,446,1
20,490,88598,128,1
12,938,56755,376,1
83,939,77903,15,1
30,863,72749,344,1
65,772,93495,353,1
12,250,66984,51,1
56,483,47193,82,1
42,940,20957,339,1
30,878,75983,112,1
36,682,92692,145,1
42,255,75443,394,1
19,433,26481,374,1
19,78,60693,480,1
33,931,46434,279,1
12,282,5093,129,1
42,571,64719,466,1
0,11,62128,437,1
14,805,83769,77,1
23,574,18648,295,1
42,371,44483,79,1
23,786,85329,44,1
54,627,63711,157,1
161,618,67152,144,1
65,261,25431,274,1
33,866,79719,460,1
23,567,67881,340,1
4,687,72403,271,1
16,391,37611,136,1
161,203,3332,38,1
30,163,43520,348,1
27,422,71507,308,1
763,428,91233,218,1
19,930,47225,167,1
44,85,1564,190,1
19,60,78329,60,1
161,909,855,453,1
0,181,4635,441,1
0,404,95227,202,1
36,928,34945,342,1
72,247,29562,192,1
30,593,41005,252,1
21,932,40306,332,1
44,497,25503,379,1
54,179,59585,156,1
154,640,14805,438,1
16,4,93429,339,1
16,941,51687,13,1
0,94,65031,500,1
602,782,96527,298,1
30,144,35523,457,1
19,565,94198,369,1
456,507,46741,171,1
65,389,78791,157,1
30,543,35944,478,1
739,467,84531,273,1
0,337,61682,36,1
44,940,42909,484,1
538,732,61415,112,1
270,196,88046,463,1
161,942,71482,369,1
662,558,49378,353,1
161,30,80999,65,1
27,909,50229,323,1
19,398,81629,256,1
23,161,32649,260,1
155,648,90234,348,1
44,943,33468,382,1
27,767,7324,84,1
331,541,9138,335,1
0,201,96065,427,1
65,0,42931,325,1
16,944,68167,481,1
44,506,31911,387,1
16,451,90749,451,1
4,466,34078,99,1
454,463,19652,196,1
42,589,79756,217,1
4,313,4884,355,1
